,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to subnational parent value or percentiles,Time period Sortable
37670,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2015,7.10948359407952,,,,,391225.0,5502861.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
37671,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2015,6.9785088823191295,,,,,241501.0,3460639.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
37672,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Mixed communities in Inner London,2015,5.44605870034641,,,,,83481.0,1532870.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
45206,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,,,2016,5.835692101523991,5.82964294007537,5.84174715053571,,,3363213.0,57631776.0,,,Not compared,Not compared,20160000
45207,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2016,6.62897364059981,,,,,412409.0,6221310.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45208,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2016,6.38035608620567,,,,,396909.0,6220797.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45209,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2016,5.737587834950499,,,,,287198.0,5005553.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45210,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2016,5.85088918074684,,,,,316476.0,5409024.0,Aggregated from all known lower geography values,,Same,Not compared,20160000
45211,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2016,5.656620143718951,,,,,311447.0,5505885.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45212,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2016,5.60824711162331,,,,,304831.0,5435406.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45213,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2016,5.582735158486759,,,,,334314.0,5988355.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45214,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2016,5.611828708055559,,,,,351336.0,6260633.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45215,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2016,5.490692361161259,,,,,347485.0,6328619.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45216,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2016,5.722924229965639,,,,,300808.0,5256194.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45217,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2016,5.95551729141413,,,,,739612.0,12418938.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45218,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2016,6.16205572346956,,,,,486489.0,7894914.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45219,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Areas with younger adults and university cities,2016,5.61831150797629,,,,,322270.0,5736065.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45220,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2016,5.01870105988095,,,,,461010.0,9185843.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45221,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2016,5.47790832531822,,,,,641985.0,11719528.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
45222,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2016,6.97145852322075,,,,,389700.0,5589935.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45223,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2016,6.79600150527299,,,,,239826.0,3528928.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
45224,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,CCG cluster shapes,Mixed communities in Inner London,2016,5.2850333039081905,,,,,82321.0,1557625.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
52775,639,% aged 0 to 4 years,,,E92000001,England,Country,Persons,0-4 yrs,,,2017,5.718144985914191,5.71218912495847,5.72410667979961,,,3335311.0,58328549.0,,Decreasing,Not compared,Not compared,20170000
60291,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2010,11.206318699218302,11.1979849807567,11.2146578365147,,,6163965.0,55004369.9937782,,,Not compared,Not compared,20100000
60292,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2010,11.833112111833902,,,,,685562.0,5793590.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60293,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2010,11.4466096576491,,,,,686447.0,5996946.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60294,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2010,11.072103615575301,,,,,533125.0,4815029.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60295,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2010,10.686158035845999,,,,,549128.0,5138684.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60296,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2010,10.6543203954334,,,,,562683.0,5281265.994602299,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60297,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2010,11.064283201909099,,,,,579006.0,5233108.99977773,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60298,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2010,11.1725768709947,,,,,639181.0,5720981.0,Aggregated from all known lower geography values,,Same,Not compared,20100000
60299,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2010,11.1891910614884,,,,,662225.0,5918435.0,Aggregated from all known lower geography values,,Same,Not compared,20100000
60300,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2010,11.239973323229199,,,,,681390.0,6062203.0,Aggregated from all known lower geography values,,Same,Not compared,20100000
60301,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2010,11.6058869328474,,,,,582095.0,5015515.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60302,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2010,11.4662308551849,,,,,1386225.0,12089631.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60303,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2010,11.8681590903078,,,,,888237.0,7484202.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60304,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2010,10.146310679342001,,,,,551772.0,5438153.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60305,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2010,10.7488594090538,,,,,958862.0,8920592.99977773,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60306,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2010,11.119237632848101,,,,,1243906.0,11186971.9946023,Aggregated from all known lower geography values,,Lower,Not compared,20100000
60307,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2010,12.3477809386797,,,,,627847.0,5084695.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60308,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2010,11.5074566037234,,,,,380899.0,3310019.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
60309,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Mixed communities in Inner London,2010,8.42248303618286,,,,,123094.0,1461493.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
67800,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,,,2011,11.1631038250208,11.1548025099918,11.171410541027901,,,6167357.99954618,55247698.9932028,,,Not compared,Not compared,20110000
67801,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2011,11.751442281108101,,,,,688572.0,5859468.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
67802,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2011,11.43778934336,,,,,689826.0,6031113.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
67803,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2011,10.9840828792937,,,,,530347.0,4828323.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
67804,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2011,10.687506173030801,,,,,551859.0,5163590.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
67805,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2011,10.6092247744083,,,,,563444.999546177,5310896.9932028,Aggregated from all known lower geography values,,Lower,Not compared,20110000
67806,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2011,10.999864099435802,,,,,577106.0,5246483.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
67807,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2011,11.1077336553445,,,,,639121.0,5753838.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
67808,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2011,11.1441754439197,,,,,663305.0,5952033.0,Aggregated from all known lower geography values,,Same,Not compared,20110000
67809,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2011,11.1988433028374,,,,,680123.0,6073154.0,Aggregated from all known lower geography values,,Same,Not compared,20110000
67810,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2011,11.6065203592646,,,,,583491.0,5027269.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
67811,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2011,11.4174042917519,,,,,1382884.0,12112070.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
67812,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with lower deprivation and better health,2011,11.8644600207028,,,,,891377.0,7513001.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
67813,640,% aged 5 to 14 years,,,E92000001,England,Country,Persons,5-14 yrs,CCG cluster shapes,Areas with younger adults and university cities,2011,10.1034330262018,,,,,552874.0,5472140.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
