,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
381469,0103030W0AAAAAA,Tripot Dicitratobismuthate_Tab 120mg    ,103030,W0AAAAAA,2,10.18,9.46,224
6634839,0103030W0BBAAAA,De-Noltab_Tab 120mg                     ,103030,W0BBAAAA,1,2.55,2.47,56
12391,0103040M0AAAAAA,Misoprostol_Tab 200mcg                  ,103040,M0AAAAAA,1,4.68,4.45,28
10422,0103040M0BBAAAA,Cytotec_Tab 200mcg                      ,103040,M0BBAAAA,2,9.36,8.89,56
735,0103050E0AAAAAA,Esomeprazole_Tab E/C 20mg               ,103050,E0AAAAAA,8,33.6,31.22,420
736,0103050E0AAABAB,Esomeprazole_Tab E/C 40mg               ,103050,E0AAABAB,9,45.44,42.19,448
4383995,0103050E0AAACAC,Esomeprazole_Inj 40mg Vl (Dry)          ,103050,E0AAACAC,1,43.82,40.6,14
3943698,0103050E0AAADAD,Esomeprazole_Liq Spec 40mg/5ml          ,103050,E0AAADAD,1,170.14,157.6,112
10425,0103050E0AAAEAE,Esomeprazole_Gran Sach G/R 10mg         ,103050,E0AAAEAE,2,403.04,373.35,448
7150,0103050E0AAAFAF,Esomeprazole_Cap E/C 20mg               ,103050,E0AAAFAF,1,5.28,4.9,56
2614,0103050E0AAAGAG,Esomeprazole_Cap E/C 40mg               ,103050,E0AAAGAG,2,6.6,6.14,56
2615,0103050E0BBAAAA,Nexium_Tab 20mg                         ,103050,E0BBAAAA,5,185,171.42,280
8774,0103050E0BBABAB,Nexium_Tab 40mg                         ,103050,E0BBABAB,1,25.19,23.35,28
26917,0103050E0BBADAE,Nexium_Gran Sach G/R 10mg               ,103050,E0BBADAE,1,75.57,70.01,84
493808,0103050E0BBAGAA,Nexium Control_Tab 20mg                 ,103050,E0BBAGAA,1,3.75,3.59,7
2616,0103050E0BCAAAF,Emozul_Cap E/C 20mg                     ,103050,E0BCAAAF,7,29.04,26.99,308
2617,0103050E0BCABAG,Emozul_Cap E/C 40mg                     ,103050,E0BCABAG,3,19.8,18.38,168
5828,0103050E0BDAAAF,Ventra_Cap G/R 20mg                     ,103050,E0BDAAAF,1,2.55,2.37,28
485190,0103050E0BDABAG,Ventra_Cap G/R 40mg                     ,103050,E0BDABAG,5,17.82,16.55,168
325,0103050L0AAAAAA,Lansoprazole_Cap 30mg (E/C Gran)        ,103050,L0AAAAAA,12,7.11,7.63,189
326,0103050L0AAABAB,Lansoprazole_Cap 15mg (E/C Gran)        ,103050,L0AAABAB,5,2.58,2.76,91
739,0103050L0AAAGAG,Lansoprazole_Orodisper Tab 15mg         ,103050,L0AAAGAG,4,11.83,11.01,196
740,0103050L0AAAHAH,Lansoprazole_Orodisper Tab 30mg         ,103050,L0AAAHAH,3,9.27,8.62,84
320714,0103050L0AAAIAI,Lansoprazole_Liq Spec 10mg/5ml          ,103050,L0AAAIAI,1,509.58,472.03,600
3085774,0103050L0AAAJAJ,Lansoprazole_Oral Soln 30mg/5ml         ,103050,L0AAAJAJ,2,125.72,116.48,200
1067466,0103050L0AAAMAM,Lansoprazole_Oral Soln 15mg/5ml         ,103050,L0AAAMAM,2,172.8,160.08,200
3901713,0103050L0AAANAN,Lansoprazole_Liq Spec 7.5mg/5ml         ,103050,L0AAANAN,2,706.82,654.74,210
8468019,0103050L0AAAQAQ,Lansoprazole_Oral Soln 5mg/5ml          ,103050,L0AAAQAQ,3,211.28,195.74,210
106437,0103050L0AAAXAX,Lansoprazole_Oral Susp 15mg/5ml         ,103050,L0AAAXAX,1,86.4,80.04,100
78766,0103050L0AAAYAY,Lansoprazole_Oral Susp 30mg/5ml         ,103050,L0AAAYAY,3,197.58,183.05,600
216273,0103050L0AAAZAZ,Lansoprazole_Oral Susp 5mg/5ml          ,103050,L0AAAZAZ,1,63.76,59.07,100
741,0103050L0BBADAG,Zoton_FasTab Tab 15mg                   ,103050,L0BBADAG,1,2.99,2.78,28
742,0103050L0BBAEAH,Zoton_FasTab Tab 30mg                   ,103050,L0BBAEAH,4,22,20.43,112
327,0103050P0AAAAAA,Omeprazole_Cap E/C 20mg                 ,103050,P0AAAAAA,6,5.82,5.67,187
744,0103050P0AAAEAE,Omeprazole_Cap E/C 40mg                 ,103050,P0AAAEAE,2,10.56,9.81,112
745,0103050P0AAAFAF,Omeprazole_Cap E/C 10mg                 ,103050,P0AAAFAF,14,18.48,17.29,616
190669,0103050P0AAAJAJ,Omeprazole_Oral Soln 10mg/5ml           ,103050,P0AAAJAJ,1,61.68,57.15,300
1105339,0103050P0AAAKAK,Omeprazole_Oral Soln 40mg/5ml           ,103050,P0AAAKAK,1,81.92,75.89,100
2625,0103050P0AAAMAM,Omeprazole_Tab Disper 10mg (E/C Pellets),103050,P0AAAMAM,1,9.3,8.63,28
746,0103050P0AAANAN,Omeprazole_Tab Disper 20mg (E/C Pellets),103050,P0AAANAN,2,27.84,25.81,56
10440,0103050P0AAAPAP,Omeprazole_Tab Disper 40mg (E/C Pellets),103050,P0AAAPAP,1,27.84,25.8,28
695358,0103050P0AAAQAQ,Omeprazole_Oral Soln 20mg/5ml           ,103050,P0AAAQAQ,1,73.9,68.46,150
8574169,0103050P0AAARAR,Omeprazole_Liq Spec 25mg/5ml            ,103050,P0AAARAR,2,1377.36,1275.85,400
8392402,0103050P0AAASAS,Omeprazole_Liq Spec 4mg/5ml             ,103050,P0AAASAS,2,839.74,777.86,300
8489144,0103050P0AAAVAV,Omeprazole_I/V Inf 40mg Vl              ,103050,P0AAAVAV,1,32.45,30.07,5
7154883,0103050P0AABABA,Omeprazole_Liq Spec 2mg/5ml             ,103050,P0AABABA,1,374.35,346.77,100
22294,0103050P0AABCBC,Omeprazole_Tab E/C 10mg                 ,103050,P0AABCBC,1,7.9,7.32,28
328,0103050P0AABDBD,Omeprazole_Tab E/C 20mg                 ,103050,P0AABDBD,1,5.55,5.15,28
12410,0103050P0AABEBE,Omeprazole_Tab E/C 40mg                 ,103050,P0AABEBE,1,22.16,20.54,28
3110311,0103050P0AABHBH,Omeprazole_Liq Spec 15mg/5ml            ,103050,P0AABHBH,1,330.58,306.22,200
1886,0103050P0AABLBL,Omeprazole_Oral Susp 10mg/5ml           ,103050,P0AABLBL,1,56.89,52.71,75
17161,0103050P0AABMBM,Omeprazole_Oral Susp 20mg/5ml           ,103050,P0AABMBM,1,78.4,72.62,600
12411,0103050P0AABNBN,Omeprazole_Oral Susp 5mg/5ml            ,103050,P0AABNBN,1,51.28,47.51,70
51007,0103050P0AABPBP,Omeprazole_Oral Susp 40mg/5ml           ,103050,P0AABPBP,2,167.04,154.75,280
547662,0103050P0AABSBS,Omeprazole_Oral Soln 5mg/5ml            ,103050,P0AABSBS,1,52.18,48.35,100
748,0103050P0BBAAAA,Losec_Cap E/C 20mg                      ,103050,P0BBAAAA,1,33.4,30.95,56
25162,0103050P0BBABAE,Losec_Cap E/C 40mg                      ,103050,P0BBABAE,4,133.6,123.8,112
749,0103050P0BBACAF,Losec_Cap E/C 10mg                      ,103050,P0BBACAF,1,11.16,10.35,28
18493,0103050P0BBADAM,Losec MUPS_Tab Disper 10mg (E/C Pellets),103050,P0BBADAM,2,37.2,34.48,112
10444,0103050P0BBAEAN,Losec MUPS_Tab Disper 20mg (E/C Pellets),103050,P0BBAEAN,1,27.84,25.8,56
36640,0103050P0BBAFAP,Losec MUPS_Tab Disper 40mg (E/C Pellets),103050,P0BBAFAP,1,55.68,51.59,56
691292,0103050P0BFAAAF,Mepradec_Cap E/C 10mg                   ,103050,P0BFAAAF,48,28.5,29.38,959
263439,0103050P0BFABAA,Mepradec_Cap E/C 20mg                   ,103050,P0BFABAA,1,0.86,0.81,28
370230,0103050P0BGAAAM,Mezzopram_Tab Disper 10mg (E/C Pellets) ,103050,P0BGAAAM,1,6.58,6.11,28
773108,0103050P0BGABAN,Mezzopram_Tab Disper 20mg (E/C Pellets) ,103050,P0BGABAN,1,9.86,9.15,28
1338483,0103050P0BGACAP,Mezzopram_Tab Disper 40mg (E/C Pellets) ,103050,P0BGACAP,1,19.72,18.28,28
329,0103050R0AAAAAA,Pantoprazole_Tab E/C 40mg               ,103050,R0AAAAAA,1,0.07,0.18,2
751,0103050R0AAABAB,Pantoprazole_Tab E/C 20mg               ,103050,R0AAABAB,9,7.98,7.8,266
246621,0103050R0AAACAC,Pantoprazole_Inj 40mg Vl                ,103050,R0AAACAC,1,35.74,33.22,7
9481791,0103050R0BBACAC,Protium i.v._Inj 40mg Vl (Dry)          ,103050,R0BBACAC,1,306.36,283.79,60
8667578,0103050R0BCAAAB,Pantoloc Control_Tab E/C 20mg           ,103050,R0BCAAAB,1,28.36,26.28,56
752,0103050T0AAAAAA,Rabeprazole Sod_Tab E/C 10mg            ,103050,T0AAAAAA,2,3.96,3.7,84
2632,0103050T0AAABAB,Rabeprazole Sod_Tab E/C 20mg            ,103050,T0AAABAB,5,10.01,9.34,196
59807,0103050T0BBAAAA,Pariet_Tab E/C 10mg                     ,103050,T0BBAAAA,1,4.54,4.32,22
2633,0103050T0BBABAB,Pariet_Tab E/C 20mg                     ,103050,T0BBABAB,1,22.68,21.02,56
278074,0104020H0AAAAAA,Co-Phenotrope_Tab 2.5mg/25mcg           ,104020,H0AAAAAA,2,560,518.74,400
2041885,0104020H0BBAAAA,Lomotil_Tab 2.5mg/25mcg                 ,104020,H0BBAAAA,1,6.44,6.08,60
927285,0104020H0BBAEAA,Lomotil_Tab 2.5mg/25mcg (Import)        ,104020,H0BBAEAA,1,29.4,27.35,21
3737275,0104020H0BGAAAA,Lofenoxal_Tab 2.5mg/25mcg               ,104020,H0BGAAAA,1,57.6,53.37,240
330,0104020L0AAAAAA,Loperamide HCl_Cap 2mg                  ,104020,L0AAAAAA,2,1.46,1.48,48
2635,0104020L0AAABAB,Loperamide HCl_Oral Soln 1mg/5ml S/F    ,104020,L0AAABAB,1,1.17,1.1,100
754,0104020L0AAADAD,Loperamide HCl_Tab 2mg                  ,104020,L0AAADAD,1,5.84,5.42,60
322534,0104020L0AAAPAP,Loperamide HCl_Oral Susp 25mg/5ml       ,104020,L0AAAPAP,1,104.41,96.73,300
3157544,0104020L0AAAQAQ,Loperamide HCl_Oral Soln 25mg/5ml       ,104020,L0AAAQAQ,1,113.49,105.14,400
755,0104020L0AAARAR,Loperamide HCl_Orodisper Tab 2mg S/F    ,104020,L0AAARAR,3,413.24,383.02,1380
33699,0104020L0BBAAAA,Imodium_Original Cap 2mg                ,104020,L0BBAAAA,1,10.1,9.37,30
78785,0104020L0BBABAB,Imodium_Oral Soln 1mg/5ml S/F           ,104020,L0BBABAB,1,1.17,1.1,100
2638,0104020L0BBAHAA,Imodium Classic_Cap 2mg                 ,104020,L0BBAHAA,1,4.93,4.68,20
2147314,0104020L0BBAJAA,Imodium_Soft Cap 2mg                    ,104020,L0BBAJAA,1,37.9,35.12,120
59813,0104020L0BBAKAR,Imodium Instant Melts_Orodisper Tab 2mg ,104020,L0BBAKAR,2,16.16,15,48
3250393,0104020L0BBALAA,Imodium IBS Relief_Cap 2mg              ,104020,L0BBALAA,1,9.6,8.89,24
12422,0104020L0BBAMAR,Imodium Instants_Orodisper Tab 2mg      ,104020,L0BBAMAR,1,12.12,11.24,36
271632,0104020L0BIAAAD,Norimode_Tab 2mg                        ,104020,L0BIAAAD,1,15.05,13.95,210
38860,0104020N0AAABAB,Kaolin & Morph_Mix                      ,104020,N0AAABAB,1,5.01,4.65,600
7681627,0104020N0AAAEAE,Gppe Mix_Collis Browne's                ,104020,N0AAAEAE,1,8.68,8.05,200
258540,0104020N0BEAAAE,Collis Browne's_Mix                     ,104020,N0BEAAAE,1,2.49,2.32,45
255371,0104020P0AAAAAA,Loperamide HCl/Simeticone_Tab 2mg/125mg ,104020,P0AAAAAA,2,16.2,15.03,36
47836,0104020P0BBAAAA,Imodium Plus_Capl                       ,104020,P0BBAAAA,1,3.92,3.64,12
756,0104020P0BBACAA,Imodium Plus_Comfort Tab                ,104020,P0BBACAA,1,21.6,20.02,48
4580028,0104030A0AAABAB,Racecadotril_Gran Sach 30mg             ,104030,A0AAABAB,1,8.42,7.81,20
5913878,0104030A0BBAAAA,Hidrasec_Gran Sach Infants 10mg         ,104030,A0BBAAAA,1,141.46,131.14,336
757,0105010B0AAAAAA,Mesalazine_Tab E/C 400mg                ,105010,B0AAAAAA,1,54.9,50.87,168
14160,0105010B0AAABAB,Mesalazine_Suppos 500mg                 ,105010,B0AAABAB,1,20.24,18.86,42
89449,0105010B0AAACAC,Mesalazine_Enem 1g In 100ml             ,105010,B0AAACAC,1,70.92,65.7,28
56644,0105010B0AAAGAG,Mesalazine_Suppos 250mg                 ,105010,B0AAAGAG,1,6.75,6.36,28
49547,0105010B0AAAHAH,Mesalazine_Tab G/R 250mg                ,105010,B0AAAHAH,1,27.2,25.31,168
4342,0105010B0AAAIAI,Mesalazine_Tab 500mg M/R                ,105010,B0AAAIAI,2,51.64,48.05,168
2639,0105010B0AAAJAJ,Mesalazine_Suppos 1g                    ,105010,B0AAAJAJ,2,120.03,111.2,84
8792,0105010B0AAAKAK,Mesalazine_Foam Aero Enem 1g/D 14g      ,105010,B0AAAKAK,1,30.17,27.96,1
15707,0105010B0AAALAL,Mesalazine_Enem 2g In 59ml              ,105010,B0AAALAL,1,29.92,27.73,7
23322,0105010B0AAANAN,Mesalazine_Gran Sach 1g M/R S/F         ,105010,B0AAANAN,1,68.86,63.9,112
180909,0105010B0AAAPAP,Mesalazine_Gran Sach G/R 500mg M/R S/F  ,105010,B0AAAPAP,1,32.19,29.93,112
7172,0105010B0AAARAR,Mesalazine_Tab G/R 1.2g M/R             ,105010,B0AAARAR,1,160.35,148.64,224
20273,0105010B0AAASAS,Mesalazine_Tab E/C 800mg                ,105010,B0AAASAS,2,198.39,183.79,360
20274,0105010B0AAATAT,Mesalazine_Gran Sach 2g M/R S/F         ,105010,B0AAATAT,1,73.78,68.35,60
65328,0105010B0AAAUAU,Mesalazine_Gran Sach G/R 1.5g M/R S/F   ,105010,B0AAAUAU,1,22.8,21.23,28
6888472,0105010B0AAAVAV,Mesalazine_Liq Spec 500mg/5ml           ,105010,B0AAAVAV,1,253.4,234.73,150
43120,0105010B0AAAWAW,Mesalazine_Tab G/R 500mg                ,105010,B0AAAWAW,1,54.4,50.5,168
12424,0105010B0AAAXAX,Mesalazine_Gran Sach G/R 1g M/R S/F     ,105010,B0AAAXAX,1,86.22,79.88,150
20275,0105010B0AAAYAY,Mesalazine_Tab 1g M/R                   ,105010,B0AAAYAY,1,68.86,63.9,112
15708,0105010B0AAAZAZ,Mesalazine_Gran Sach G/R 3g M/R S/F     ,105010,B0AAAZAZ,2,91.18,84.68,56
161308,0105010B0AABABA,Mesalazine_Gran Sach 4g M/R S/F         ,105010,B0AABABA,1,73.78,68.35,30
758,0105010B0BBAAAA,Asacol_MR Tab E/C 400mg                 ,105010,B0BBAAAA,1,109.8,101.72,336
14162,0105010B0BBACAB,Asacol_Suppos 500mg                     ,105010,B0BBACAB,1,20.24,18.86,42
22300,0105010B0BBADAG,Asacol_Suppos 250mg                     ,105010,B0BBADAG,1,4.82,4.46,20
366257,0105010B0BBAEAK,Asacol_Foam Aero Enem 1g/D 14g          ,105010,B0BBAEAK,1,106.88,99.01,4
2641,0105010B0BBAFAS,Asacol_MR Tab E/C 800mg                 ,105010,B0BBAFAS,1,156.86,145.41,240
83827,0105010B0BCAAAC,Pentasa_Enem 1g In 100ml                ,105010,B0BCAAAC,1,70.92,65.7,28
2642,0105010B0BCACAI,Pentasa SR_Tab 500mg                    ,105010,B0BCACAI,5,191.81,178.02,624
4345,0105010B0BCADAJ,Pentasa_Suppos 1g                       ,105010,B0BCADAJ,1,40.01,37.07,28
4346,0105010B0BCAEAN,Pentasa_Gran Sach 1g M/R                ,105010,B0BCAEAN,1,68.86,63.9,112
7175,0105010B0BCAFAT,Pentasa_Gran Sach 2g M/R                ,105010,B0BCAFAT,1,73.78,68.35,60
759,0105010B0BCAGAY,Pentasa_Tab 1g M/R                      ,105010,B0BCAGAY,1,73.78,68.35,120
148048,0105010B0BCAHBA,Pentasa_Gran Sach 4g M/R                ,105010,B0BCAHBA,2,98.37,91.24,40
52739,0105010B0BDAAAH,Salofalk_Tab G/R 250mg                  ,105010,B0BDAAAH,1,54.4,50.5,336
131258,0105010B0BDACAB,Salofalk_Suppos 500mg                   ,105010,B0BDACAB,1,27.65,25.72,56
15713,0105010B0BDADAL,Salofalk_Enem (2g/59ml)                 ,105010,B0BDADAL,1,29.92,27.73,7
8798,0105010B0BDAEAK,Salofalk_Foam Aero Enem 1g/D 14g        ,105010,B0BDAEAK,1,60.34,55.9,2
100438,0105010B0BDAFAX,Salofalk_Gran Sach G/R 1g M/R           ,105010,B0BDAFAX,1,32.19,29.93,56
760,0105010B0BDAGAP,Salofalk_Gran Sach G/R 500mg M/R        ,105010,B0BDAGAP,2,114.96,106.51,400
30335,0105010B0BDAHAU,Salofalk_Gran Sach G/R 1.5g M/R         ,105010,B0BDAHAU,1,48.85,45.26,60
7176,0105010B0BDAIAJ,Salofalk_Suppos 1g                      ,105010,B0BDAIAJ,1,29.62,27.45,30
12427,0105010B0BDAJAW,Salofalk_Tab G/R 500mg                  ,105010,B0BDAJAW,1,18.13,16.91,56
2643,0105010B0BDAKAZ,Salofalk_Gran Sach G/R 3g M/R           ,105010,B0BDAKAZ,1,97.7,90.51,60
298877,0105010B0BFAAAA,Ipocol_Tab E/C 400mg                    ,105010,B0BFAAAA,1,16.5,15.4,112
761,0105010B0BHAAAR,Mezavant XL_Tab G/R 1.2g                ,105010,B0BHAAAR,1,42.95,39.8,60
762,0105010B0BIAAAS,Octasa_MR Tab E/C 800mg                 ,105010,B0BIAAAS,6,87.48,81.61,195
763,0105010B0BIABAA,Octasa_MR Tab E/C 400mg                 ,105010,B0BIABAA,6,148.1,137.85,804
131264,0105010C0AAAAAA,Olsalazine Sod_Cap 250mg                ,105010,C0AAAAAA,4,684,633.83,532
20286,0105010C0AAADAD,Olsalazine Sod_Tab 500mg                ,105010,C0AAADAD,1,901.6,835.25,336
764,0105010D0AAABAB,Balsalazide Sod_Cap 750mg               ,105010,D0AAABAB,3,78.63,73.17,336
31996,0105010D0BBAAAB,Colazide_Cap 750mg                      ,105010,D0BBAAAB,1,37.44,34.79,160
765,0105010E0AAAAAA,Sulfasalazine_Tab 500mg                 ,105010,E0AAAAAA,1,10.3,9.65,180
766,0105010E0AAABAB,Sulfasalazine_Tab E/C 500mg             ,105010,E0AAABAB,3,25.29,23.46,336
8805,0105010E0AAACAC,Sulfasalazine_Suppos 500mg              ,105010,E0AAACAC,2,19.8,18.37,60
4402780,0105010E0AAAEAE,Sulfasalazine_Oral Susp 250mg/5ml       ,105010,E0AAAEAE,1,42.76,39.62,500
17173,0105010E0AAAPAP,Sulfasalazine_Oral Susp 250mg/5ml S/F   ,105010,E0AAAPAP,1,85.52,79.23,1000
5846,0105010E0BBAAAA,Salazopyrin_Tab 500mg                   ,105010,E0BBAAAA,1,13.94,12.92,224
2649,0105010E0BBABAB,Salazopyrin-En_Tab 500mg                ,105010,E0BBABAB,3,33.72,31.27,448
1207727,0105010E0BBACAC,Salazopyrin_Suppos 500mg                ,105010,E0BBACAC,1,16.5,15.3,50
271646,0105010E0BCABAB,Sulazine EC_Tab 500mg (Genesis)         ,105010,E0BCABAB,1,10.11,9.48,168
2650,0105020A0AAAAAA,Budesonide_Cap 3mg (E/C M/R Gran)       ,105020,A0AAAAAA,1,84.15,77.96,100
3827898,0105020A0AAABAB,Budesonide_Enem 2mg/100ml (Tab/Soln)    ,105020,A0AAABAB,2,269.28,249.48,56
4352,0105020A0AAACAC,Budesonide_Cap 3mg (E/C Pellets)        ,105020,A0AAACAC,1,42.03,39.04,56
2651,0105020A0AAADAD,Budesonide_Foam Aero Enem 2mg (14 D)    ,105020,A0AAADAD,1,57.11,52.91,1
485232,0105020A0AAAEAE,Budesonide_Gran Sach G/R 9mg            ,105020,A0AAAEAE,1,63,58.47,28
12435,0105020A0AAAFAF,Budesonide_Tab 9mg M/R                  ,105020,A0AAAFAF,1,70,64.95,28
8807,0105020A0BBAAAA,Entocort CR_Cap 3mg (E/C M/R Gran)      ,105020,A0BBAAAA,1,168.3,155.91,200
3159767,0105020A0BBABAB,Entocort_Enem 2mg/100ml (Tab/Soln)      ,105020,A0BBABAB,1,67.32,62.36,14
14172,0105020A0BCAAAC,Budenofalk_Cap 3mg (E/C Pellets)        ,105020,A0BCAAAC,1,75.05,69.53,100
269508,0105020A0BCABAD,Budenofalk_Foam Aero Enem 2mg (14 D)    ,105020,A0BCABAD,1,57.11,52.91,1
636909,0105020A0BCACAE,Budenofalk_Gran Sach G/R 9mg            ,105020,A0BCACAE,1,135,125.06,60
259903,0105020A0BDAAAF,Cortiment_Tab 9mg M/R                   ,105020,A0BDAAAF,1,140,129.79,56
96989,0105020B0AAAAAA,Hydrocort Acet_Foam Aero Enem 10% (14 D),105020,B0AAAAAA,1,9.33,8.65,1
7182,0105020B0BBAAAA,Colifoam_Foam Aero Enem 10% 20.8g (14 D),105020,B0BBAAAA,1,9.33,8.65,1
830709,0105020C0AAACAC,Hydrocort_Suppos 100mg                  ,105020,C0AAACAC,2,599.92,555.72,24
2652,0105020D0AAACAC,Prednisolone_20mg/Applic Foam Enema(14D),105020,D0AAACAC,1,374,346.44,2
3588635,0105020D0BCAAAC,Predfoam_Foam Aero Enem 20mg/Applic(14D),105020,D0BCAAAC,1,6.32,5.87,1
10463,0105020E0AAAAAA,Prednisolone Sod Phos_Suppos 5mg        ,105020,E0AAAAAA,2,519,480.96,112
81212,0105020E0AAABAB,Prednisolone Sod Phos_Enem 20mg/100ml   ,105020,E0AAABAB,1,30,27.8,28
8201476,0105020E0BBAAAA,Predsol_Suppos 5mg                      ,105020,E0BBAAAA,1,2.74,2.65,14
68929,0105020E0BBABAB,Predsol_Retention Enem 20mg/100ml       ,105020,E0BBABAB,2,45,41.71,42
123577,0105020G0AAAAAA,Beclomet Diprop_Tab G/R 5mg M/R         ,105020,G0AAAAAA,1,52.79,49.01,28
78813,0105020G0BBAAAA,Clipper_Tab G/R 5mg M/R                 ,105020,G0BBAAAA,1,52.79,49.01,28
2653,0105040A0AAAAAA,Sod Cromoglicate_Cap 100mg              ,105040,A0AAAAAA,1,92.15,85.47,224
45511,0105040A0BBAAAA,Nalcrom_Cap 100mg                       ,105040,A0BBAAAA,1,138.23,128.15,336
331,0106010E0AAADAD,Ispag Husk_Gran Eff Sach 3.5g G/F S/F   ,106010,E0AAADAD,1,0.91,0.96,10
2655,0106010E0AAAHAH,Ispag Husk_Gran Eff Sach 3.5g Orange S/F,106010,E0AAAHAH,6,32.64,30.3,360
2961877,0106010E0AAAIAI,Ispag Husk_Pdr Sach 3.4g Lem/Lim S/F    ,106010,E0AAAIAI,1,21.8,20.21,120
10466,0106010E0AAANAN,Ispag Husk_Gran Eff Sach 3.5g Lem S/F   ,106010,E0AAANAN,1,10.88,10.09,120
8810,0106010E0AAATAT,Ispag Husk_Gran Sach 3.5g G/F           ,106010,E0AAATAT,1,5.44,5.05,60
289277,0106010E0AAAUAU,Ispag Husk_Gran Sach 3.5g G/F S/F       ,106010,E0AAAUAU,1,2.06,1.92,30
1940804,0106010E0AAAVAV,Ispag Husk_Pdr S/F                      ,106010,E0AAAVAV,1,5.24,4.87,200
2656,0106010E0BBAAAD,Fybogel_Gran Sach 3.5g Plain G/F S/F    ,106010,E0BBAAAD,1,2.72,2.53,30
768,0106010E0BBABAH,Fybogel_Gran Sach 3.5g Orange G/F S/F   ,106010,E0BBABAH,6,29.92,27.79,330
7187,0106010E0BBACAN,Fybogel_Gran Sach 3.5g Lem G/F S/F      ,106010,E0BBACAN,1,2.72,2.53,30
487140,0106010E0BJAAAH,Ispagel Orange_Gran Sach 3.5g G/F S/F   ,106010,E0BJAAAH,1,4.9,4.55,60
26960,0106010E0BKAAAH,Fybogel_H/Fbre Gran Eff Sach3.5g OrngS/F,106010,E0BKAAAH,1,9.7,9,60
100453,0106010E0BKABAN,Fybogel_H/Fbre Gran Eff Sach3.5g Lem S/F,106010,E0BKABAN,1,6.78,6.29,30
3148374,0106010E0BLAAAT,Fibrelief Orange_Gran Sach 3.5g G/F     ,106010,E0BLAAAT,4,10.35,9.59,150
3148375,0106010E0BLABAU,Fibrelief_Gran Sach 3.5g Natur G/F S/F  ,106010,E0BLABAU,1,2.07,1.92,30
3018954,0106010E0BMAAAV,Husk_Pdr                                ,106010,E0BMAAAV,1,10.48,9.72,400
8814,0106010H0AAACAC,Methylcellulose_Tab 500mg               ,106010,H0AAACAC,1,5.31,4.93,112
43145,0106010H0BBAAAC,Celevac_Tab 500mg                       ,106010,H0BBAAAC,2,7.96,7.6,168
12439,0106010N0AAAAAA,Sterculia_Gran 62% G/F                  ,106010,N0AAAAAA,2,15.84,14.7,1000
26961,0106010N0AAACAC,Sterculia/Frangula_Gran 62%/8% G/F      ,106010,N0AAACAC,1,8.45,7.83,500
26962,0106010N0AAADAD,Sterculia_Gran 62% Sach 7g G/F          ,106010,N0AAADAD,1,6.67,6.19,60
25187,0106010N0AAAFAF,Sterculia/Frangula_Gran 62/8%Sach 7g G/F,106010,N0AAAFAF,1,3.32,3.19,28
4356,0106010N0BBAAAA,Normacol_Gran 62%                       ,106010,N0BBAAAA,1,7.92,7.35,500
10472,0106010N0BBABAD,Normacol_Gran 62% Sach 7g               ,106010,N0BBABAD,2,13.34,12.38,120
2658,0106010N0BBACAC,Normacol Plus_Gran                      ,106010,N0BBACAC,2,42.25,39.16,2500
10474,0106010N0BBADAF,Normacol Plus_Gran Sach 7g              ,106010,N0BBADAF,1,26.58,24.73,224
7200,010602000BBBCA0,Ortisan_Fruit & Fibre Cubes             ,106020,00BBBCA0,1,7.48,6.94,24
666641,010602000BBBGA0,Senokot_Dual Relief Tab                 ,106020,00BBBGA0,1,3.92,3.74,28
28790,0106020B0AAAAAA,Co-Danthramer_Susp 25mg/200mg/5ml S/F   ,106020,B0AAAAAA,1,166.42,154.16,300
180936,0106020B0AAABAB,Co-Danthramer_Susp 75mg/1g/5ml S/F      ,106020,B0AAABAB,1,332.22,307.74,300
648673,0106020B0AAACAC,Co-Danthramer_Cap 25mg/200mg            ,106020,B0AAACAC,1,12.86,11.92,60
8729118,0106020B0AAAFAF,Co-Danthramer_Cap Strong 37.5mg/500mg   ,106020,B0AAAFAF,1,62.2,57.63,120
332,0106020C0AAAAAA,Bisacodyl_Tab E/C 5mg                   ,106020,C0AAAAAA,1,0.81,0.86,28
770,0106020C0AAADAD,Bisacodyl_Suppos 5mg                    ,106020,C0AAADAD,2,4.16,3.88,20
771,0106020C0AAAEAE,Bisacodyl_Suppos 10mg                   ,106020,C0AAAEAE,1,8.24,7.74,28
14182,0106020C0AAAFAF,Bisacodyl_Rectal Soln 2.74mg/ml         ,106020,C0AAAFAF,2,52.66,48.8,400
2117453,0106020C0AAAJAJ,Bisacodyl_Enema 10mg                    ,106020,C0AAAJAJ,1,527.8,488.9,20
929480,0106020C0AAALAL,Bisacodyl_Liq Spec 5mg/5ml              ,106020,C0AAALAL,1,331.15,306.75,100
178721,0106020C0AAAUAU,Bisacodyl_Suppos 7.5mg                  ,106020,C0AAAUAU,1,450,416.84,72
189173,0106020C0AAAVAV,Bisacodyl_Oral Susp 2.5mg/5ml           ,106020,C0AAAVAV,1,228.75,211.9,150
769436,0106020C0AAAWAW,Bisacodyl_Rectal Soln 2.75mg/ml         ,106020,C0AAAWAW,1,29.38,27.23,250
634,0106020C0BDAAAA,Dulcolax_Tab 5mg                        ,106020,C0BDAAAA,1,3.3,3.07,60
